Unit Id,Institution Name,Name of chief administrator,Title of chief administrator,General information telephone,Office of Postsecondary Education (OPE) ID,Address,Website address
451583,Dixie Technical College,Kelle Stephens,College President,"4,356,748,400",4121700,"610 S. Tech Ridge Drive, Saint George, UT 84770",www.dixietech.edu
451626,Victoria's Academy of Cosmetology,Danae Heuett,owner-president,"5,095,869,979",4127200,"23 W. 1st Ave., Kennewick, WA 99336",www.victoriasacademy.edu/
451635,Inland Massage Institute,Patty McNulty,Director,"5,094,653,033",4132800,"775 E. Holland Ave Suite 110, Spokane, WA 99218-1257",www.inlandmassage.com/School.htm
451671,University of South Florida-Sarasota-Manatee,Dr. Karen Holbrook,Regional Chancellor,"9,413,594,200",153702,"8350 N Tamiami Trail, Sarasota, FL 34243-2049",usfsm.edu/
451714,Paul Mitchell the School-San Antonio,John Turnage,Owner,"21,052,383,335,104",1248301,"18402 US Highway 281, Suite 124, San Antonio, TX 78259",paulmitchell.edu/sanantonio
451741,CEM College-Bayamon,Maria R. Feliciano,Branch Director,"7,877,808,900",2189103,"25 Degetau St, Bayamón, PR 00961",www.cemcollege.edu
451750,Bryant & Stratton College-Wauwatosa,Gregory Brandner,Campus Director,"4,143,027,000",267814,"10950 W Potter Road, Wauwatosa, WI 53226",https://www.bryantstratton.edu
451820,The Art Institute of Austin,Dana Hagan,Director,"5,126,911,707",2117102,"101 W. Louis Henna Blvd, Suite 100, Austin, TX 78728",www.artinstitutes.edu/austin/
451857,Remington College-Houston Southeast Campus,Melanie Gray,Campus President,"2,818,854,450",3026504,"20985 Interstate 45 South, Webster, TX 77598",www.remingtoncollege.edu/houston-career-schools-overview
451866,Remington College-Shreveport Campus,Jonathan Daniels,Campus President,"3,186,714,000",3026513,"2106 Bert Kouns Industrial Loop, Shreveport, LA 71101",www.remingtoncollege.edu/shreveport-career-school-overview
451918,Jenny Lea Academy of Cosmetology,Virginia Lewis,CEO,"42,392,690,959",2275000,"222 E Unaka Ave, Johnson City, TN 37601",www.jennyleaacademy.com
452009,The Hair Academy,Carol Bosch,CEO/Owner/Operator/Instructor,"7,012,553,547",4139400,"2101 East Broadway Avenue, Bismarck, ND 58501",thehairacademynd.com
452072,Ross Medical Education Center-New Baltimore,George Grayeb,Chief Executive Officer,"5,867,163,837",2180107,"51133 Birch Street, Ste 100, New Baltimore, MI 48047",www.rosseducation.edu
452081,Ross College-Sylvania,George Grayeb,Chief Executive Officer,"4,198,823,203",2339702,"5834 Monroe Street, Suite F-J, Sylvania, OH 43560",www.rosseducation.edu
452106,Escuela De Troqueleria Y Herramentaje,Carmen Z Ramirez Cuevas,DIRECTORA,"7,877,861,834",2241909,"150 Rd 174 Urb Industrial Minillas, Bayamon, PR 00959",escuelatroqueleria.jimdo.com
452124,Fortis Institute-Nashville,Eric Rudie,Campus President,"6,153,205,917",3480303,"3354 Perimeter Hill Drive, Suite 105, Nashville, TN 37211",www.fortis.edu
452373,ATA College - Cincinnati,Donald A Jones,President and CEO,"5,136,711,920",4038304,"225 Pictoria Drive, Suite 200, Cincinnati, OH 45246",www.ata.edu
452887,Elite Welding Academy LLC,Bob Reeves,VP OF OPERATIONS,"5,138,741,410",4206700,"9740 Near Drive, Cincinnati, OH 45246-1013",www.eliteweldingacademy.com
452948,Galen College of Nursing-Cincinnati,Judith Rudokas,"Dean, Cincinnati Campus","5,134,753,600",3083703,"100 E Business Way Ste 200, Cincinnati, OH 45241",www.galencollege.edu/cincinnati
453163,Strayer University-North Carolina,Brian Jones,President,"9,194,664,400",145929,"4 Copley Pkwy, Morrisville, NC 27560",www.strayer.edu/campus-locations/north-carolina/morrisville
453215,Strayer University-New Jersey,Brian Jones,President,"8,564,824,200",145961,"2201 Rte 38 Ste 100, Cherry Hill, NJ 08002",www.strayer.edu/campus-locations/new-jersey/cherry-hill
453756,The Ohio Media School-Columbus,Nancy Rodriguez,CEO,"6,146,555,250",3068202,"5330 East Main St., Suite 200, Columbus, OH 43213",beonair.com/locations/columbus
453792,Ohio Medical Career College,Nick Xu,School Director,"9,375,678,880",4177300,"1133 S. Edwin C Moses Blvd, Suite 110, Dayton, OH 45417",www.omcc.edu
454184,The King's College,Thomas L. Gibson,President,2126597200,4095300,"56 Broadway, New York, NY 10004",www.tkc.edu
454227,Chamberlain University-Illinois,Janet L. Snow,Campus President,"6,309,533,660",638500,"1221 N. Swift Road, Addison, IL 60101",https://www.chamberlain.edu/
454236,Chamberlain University-Ohio,Judith Kimchi-Woods,Campus President,"6,142,528,890",638501,"1350 Alum Creek Drive, Columbus, OH 43209",https://www.chamberlain.edu/
454245,Chamberlain University-Arizona,Pamela Fuller,Campus President,"6,023,312,720",638503,"2149 W. Dunlap Avenue, Phoenix, AZ 85021",https://www.chamberlain.edu/
454306,Career Quest Learning Centers-Jackson,Jim Hutton,CEO,"5,179,909,595",3915301,"209 E Washington Ave, Ste 241, Jackson, MI 49201",www.careerquest.edu
454458,Bryan University,James Finley,Executive Director,"4,798,996,644",3066302,"3704 W. Walnut St., Rogers, AR 72756",www.bryanu.edu
454537,The Salon Professional Academy-Appleton,Fred Gadzinski,Owner,"9,209,680,433,122",4138200,"3355 W College Ave, Appleton, WI 54915",https://www.tspaappleton.com
454546,Milan Institute of Cosmetology-Fairfield,Gary Yasuda,President,"7,074,252,288",2248205,"934 Missouri Street, Fairfield, CA 94533",www.milaninstitute.edu
454582,Ottawa University-Online,Dr. Eric Koch,"Academic Dean, OUMW","7,852,425,200",193700,"1001 South Cedar, Ottawa, KS 66067",www.ottawa.edu/
454607,Paul Mitchell the School-Esani,Arlene Lyons,CEO,"6,787,950,999",2577000,"1003 Mansell Rd, Roswell, GA 30076",https://paulmitchell.edu/atlanta-esani
454616,Institute of Production and Recording,Jeanne Herrmann,Chief Executive Officer,"6,123,510,631",4130200,"300 North 1st Ave, Suite 100, Minneapolis, MN 55401",https://www.ipr.edu
454652,Paul Mitchell the School-Birmingham,Gabe Wrenn,Operation & Financial Aid Leader,"205,824,444,218",4149200,"1694 Montgomery Hwy Ste 124, Hoover, AL 35216",birmingham.paulmitchell.edu
454689,Taft University System,David L. Boyd,Chancellor,"3,038,671,155",4100400,"3333 South Wadsworth Boulevard, Suite D-228, Lakewood, CO 80227",www.taftu.edu
454698,Mayfield College,Julie Ha,Director,"7,603,285,554",4115600,"35-325 Date Palm Dr Ste 101, Cathedral City, CA 92234",www.mayfieldcollege.edu
454722,Academy of Esthetics and Cosmetology,Luz Avina,School Administrator,"8,183,615,501",4132400,"1242 San Fernando Rd, San Fernando, CA 91340-3212",www.aecosmetology.com
454759,Borner's Barber College,Arthur Borner,President,"3,238,209,600",4137200,"8913 S Western Ave, Los Angeles, CA 90047",www.bornersbarbercollege.com
454768,Paul Mitchell the School-Pasadena,Alee Cao,CEO,"6,262,842,863",4138700,"825 E Green Street, Pasadena, CA 91101",paulmitchell.edu/pasadena
454777,San Francisco Institute of Esthetics & Cosmetology Inc,Yuto Navarrete,Financial Aid Leader,"41,535,517,347,418",4141300,"1067 Folsom St, San Francisco, CA 94103",www.sfiec.edu
454786,Laurus College,Wayne Neale,Chief Executive Officer,"8,052,671,690",4141400,"81 Higuera St Ste 110, San Luis Obispo, CA 93401",www.lauruscollege.edu
454795,Healing Hands School of Holistic Health,Paula Curtiss,Director,"7,607,469,364",4141700,"125 W Mission Ave Ste 212, Escondido, CA 92025",https://hhs.edu
454801,Career Development Institute Inc,Janis K. Newton,President/Director,"3,105,590,225",4144200,"1830 S Robertson Blvd, Los Angeles, CA 90035",cdi.edu/
454810,Auguste Escoffier School of Culinary Arts-Boulder,Kirk Bachmann,Campus President,"3,034,947,988",3776300,"637 S Broadway, Ste H, Boulder, CO 80305",www.escoffier.edu
454829,Aspen University,"Cheri St. Arnauld, PhD",Chief Academic Officer,"3,033,334,224",4080300,"1660 South Albion Street, Suite 525, Denver, CO 80222",www.aspen.edu
454838,Institute of Taoist Education and Acupuncture,Sandra Lillie,President,"7,208,908,922",4121200,"317 W South Boulder Rd, Suite 5, Louisville, CO 80027",www.itea.edu
454847,National Beauty College,Mary Do,Financial Aid Director,"3,039,341,288",4139300,"1513 W. 70th Ave. #A, Denver, CO 80221",www.nationalbeautycollege.edu
454856,Denver College of Nursing,Cathy Maxwell,President,"3,032,920,015",4148300,"1401 19th St, Denver, CO 80202",www.denvercollegeofnursing.edu/
454865,Cambridge College of Healthcare & Technology,Terry Lapier,CEO,"5,613,814,990",4083400,"5150 Linton Blvd, Suite 340, Delray Beach, FL 33484",www.cambridgehealth.edu/
454874,Cozmo Beauty School,Christopher Armstrong,Chief Designed Adminstrator,"2,394,951,810",4135000,"10347 Bonita Beach Rd SE Ste 103, Bonita Springs, FL 34135",www.cozmo.edu
454917,Celebrity School of Beauty,Gladys N. martinez,Chief Executive Director,"3,052,677,277",4145900,"8478 SW 8th St, Miami, FL 33144",www.celebrity.edu
454926,Paul Mitchell the School-Atlanta,John Kanski,Owner,"404,888,007,024",4147000,"887 West Marietta Street Suite A, Atlanta, GA 30318",paulmitchell.edu/atlanta
454935,Evans Hairstyling College-Rexburg,Rick O. Evans,President,2083598141,4134300,"67 Winn Dr, Rexburg, ID 83440",www.evanshairstylingcollege.com
454944,Paul Mitchell the School-Rexburg,Ty Walker,School Director,2086560800,4144500,"557 Mariah Ave, Rexburg, ID 83440",paulmitchell.edu/rexburg
454953,University of Aesthetics & Cosmetology,Robert F. Kelley,President,"7,736,350,141",4136900,"1357 N Milwaukee Ave, Chicago, IL 60622-2151",www.uofac.edu
454962,The University of Aesthetics & Cosmetology,Robert F. Kelley,CEO,"7,733,518,999",4137000,"1037-1043 Curtiss St., Downers Grove, IL 60515",www.uofac.edu
454971,Tricoci University of Beauty Culture-Chicago NW,Stacie Hendrickson,Chief Operations Officer,"6,305,283,330",4137500,"5321 N Harlem Ave, Chicago, IL 60656",www.tricociuniversity.edu
454980,Tricoci University of Beauty Culture-Glendale Heights,Stacie Hendrickson,Chief Operations Officer,"6,305,283,330",4147300,"530 E North Ave, Glendale Heights, IL 60139",www.tricociuniversity.edu
454999,Tricoci University of Beauty Culture-Peoria,Stacie Hendrickson,Chief Operations Officer,"6,305,283,330",4147400,"602 W Glen Ave, Peoria, IL 61614",www.tricociuniversity.edu
455008,Tricoci University of Beauty Culture-Rockford,Stacie Hendrickson,Chief Operations Officer,"6,305,283,330",4147500,"5485 E State St, Rockford, IL 61108",www.tricociuniversity.edu
455026,Omega Studios' School of Applied Recording Arts & Sciences,Denise Konecny,Director of Financial Aid,"3,012,309,100",4141600,"12712 Rock Creek Mill Rd #A14, Rockville, MD 20852",www.omegastudios.com/
455062,French Academy of Cosmetology,Rene' French,Owner/Director,"6,168,447,070",4141100,"111 W Exchange St Ste A, Spring Lake, MI 49456",www.frenchacademyofcosmetology.com
455071,Healing Arts Center,Terrie Yardley-Nohr,General Manager,"3,146,478,080",4130600,"10073 Manchester Road, Suite 100, St. Louis, MO 63122",https://www.thehealingartscenter.com
455080,Paul Mitchell the School-Springfield,Greg Kellogg,Owner/CEO,"4,178,812,110,102",4145700,"3017 S Kansas Expy, Springfield, MO 65807",springfield.paulmitchell.edu
455099,Urshan Graduate School of Theology,Jennie Russell,Executive Vice President,"3,149,219,290",4146100,"1151 Century Tel Drive, Wentzville, MO 63385",https://ugst.edu
455105,Mississippi Institute of Aesthetics Nails & Cosmetology,Karoline Finch,President,"6,019,251,344",4140200,"460-B Springridge Rd, Clinton, MS 39056",msinstitute.com/
455114,College of Western Idaho,Berton L Glandon PhD,President,2085623000,4211800,"5500 East Opportunity Drive, Nampa, ID 83687",https://cwi.edu
455141,Aveda Institute-Chapel Hill,Patrick Thompson,President,"9,199,604,769",4140700,"201 S. Estes Drive, Space 200 B, Chapel Hill, NC 27514-7001",https://www.nurturavedainstitutes.com/chapel-hill/
455178,Daoist Traditions College of Chinese Medical Arts,Mary Cissy Majebe,College President,"8,282,253,993",4146400,"382 Montford Ave, Asheville, NC 28801",daoisttraditions.edu
455187,Total Image Beauty Academy,Michael Hechme,School Director,2017662355,4131200,"3900 Bergenline ave 2nd Floor, Union City, NJ 07087",www.tiba.edu
455196,Jersey College,Greg Karzhevsky,CEO,2014895836,4134100,"546 U.S. Highway 46, Teterboro, NJ 07608",https://www.jerseycollege.edu
455202,American Institute of Medical Sciences & Education,Swati Patel,Director of Education,"9,082,220,002",4136400,"4500 New Brunswick Ave, Piscataway, NJ 08854",www.aimseducation.edu
455211,Casal Institute of Nevada,John M Gronvall,CEO,"7,024,592,900",4147600,"4856 S Eastern Ave, Las Vegas, NV 89119",www.avedalasvegas.com
455220,Career School of NY,Vijaiantie Jadnauth Kellawhan,PRESIDENT,"7,184,206,440",4125600,"350 St. Marks Pl, Staten Island, NY 10301",careerschoolny.com/
455239,John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,John Paul Clapper,Owner/Executive Director,"5,185,833,700",4134000,"426 Geyser Road, Ballston Spa, NY 12020",www.johnpaolo.edu
455257,Yeshiva of Machzikai Hadas,Mr. Shmeal Wieder,Administrator,"7,188,532,442",4138100,"1321 43rd St, Brooklyn, NY 11219-1408",https://yeshivaofmachzikaihadas.com
455275,Aveda Institute-Columbus,Patrick Thompson,President,"6,142,912,421",4137800,"889 Bethel Road, Columbus, OH 43214",https://www.nurturavedainstitutes.com/columbus/
455284,Paul Mitchell the School-Cincinnati,Linda August,President,"51,376,976,993,102",4149100,"11956 Lebanon Rd, Cincinnati, OH 45241",cincinnati.paulmitchell.edu
455327,Hands on Therapy,Carolyn Scott Naile,director,2145146133,3970300,"1804 N Galloway Ave, Mesquite, TX 75149",www.handsontherapyschools.com
455336,MediaTech Institute-Dallas,Tracy Terrell Doyle,President,"9,728,691,122",4129800,"13300 Branch View Lane, Dallas, TX 75234",www.mediatech.edu
455354,Aveda Arts & Sciences Institute-San Antonio,Lauren Fender,Compliance Director,"9,854,157,569",4142300,"21003 Encino Commons Ste 121, San Antonio, TX 78259-2792",https://avedaarts.edu/
455381,Skin Science Institute,Ivan Smith,Owner/CEO,"8,019,830,619",4145500,"10299 S. 1300 E., Sandy, UT 84094",skinscienceinstitute.com
455406,Pacific Northwest University of Health Sciences,"MIchael J. Lawler, Phd",President,"5,094,525,100",4130500,"200 University Parkway, Yakima, WA 98901",https://www.pnwu.edu
455433,The Chicago School of Professional Psychology at Irvine,Michele Nealon,University President,"9,497,375,460",2155305,"4199 Campus Dr, Irvine, CA 92612",www.thechicagoschool.edu
455460,Fortis College-Dothan,Roger Rocha,Campus President,"3,346,772,832",3361401,"200 Vulcan Way, Dothan, AL 36303",https://www.fortiscollege.edu
455479,Fortis Institute-Pensacola,Kathaleen Cole,Campus President,"8,504,767,607",2341001,"4081 E Olive Rd Ste B, Pensacola, FL 32514",www.fortisedu.info/cig-pensacola.php
455488,Fortis College-Montgomery,Bobby Jordan,School President,"3,342,723,857",2341002,"3736 Atlanta Hwy, Montgomery, AL 36109",www.fortiscollege.edu
455512,Woodland Community College,Dr. Art Pimentel,President,"5,306,615,700",4143800,"2300 E Gibson Rd, Woodland, CA 95776",https://wcc.yccd.edu
455558,Dorsey School of Business-Roseville Culinary Academy,Todd Breadon,Senior Managing Director,"5,862,963,225",469206,"31522 Gratiot Ave., Roseville, MI 48066",www.dorsey.edu
455628,Fortis Institute-Birmingham,Khaled Sakalla,Campus President,"20,594,078,004,911",3010800,"100 London Pkwy Ste 150, Birmingham, AL 35211",www.fortis.edu
455664,The Chicago School of Professional Psychology at Los Angeles,Michele Nealon,President,2136277200,2155300,"617 W 7th St, Los Angeles, CA 90017",www.thechicagoschool.edu/
455707,Cardiac and Vascular Institute of Ultrasound,Thomas R. Hopper,Administrative Director,"2,514,331,600",4066300,"2936 North McVay Drive, Mobile, AL 36606",www.ultrasound.edu
455725,Studio Academy of Beauty,Jeff Koluch,CEO,"4,808,571,138",4152900,"610 N Alma School Rd Ste 38, Chandler, AZ 85224",www.tsaob.com
455734,California Nurses Educational Institute,J. Ramon Villanueva,President,"7,604,165,955",3935300,"5200 E. Ramon Rd. Suite I-1, Palm Springs, CA 92264",https://www.cnei.edu
455761,Paul Mitchell the School-Sacramento,Arlene Lyons,Owner,"9,166,463,523",4152800,"2100 Arden Way Ste 265, Sacramento, CA 95825",paulmitchell.edu/sacramento/
455770,Providence Christian College,Jim Belcher,President,"6,266,964,000",4153900,"464 E Walnut St, Pasadena, CA 91101",www.providencecc.edu
455798,Oxford Academy of Hair Design Inc,Kellie Steeves,Administrator/Financial Aid Officer,"20,388,800,973",4145400,"153 North Street, Seymour, CT 06483",www.oxfordhairacademy.com
455804,Institute of World Politics,John Lenczowski,President,2024622101,4114400,"1521 16th St NW, Washington, DC 20036",www.iwp.edu/
455813,Pontifical John Paul II Institute for Studies on Marriage and Family,Nick Bagileo,Associate Dean for Programs and Administration,2025263799,4142700,"620 Michigan Ave NE - McGivney Hall, Washington, DC 20064",www.johnpaulii.edu
455831,Medical Institute of Palm Beach,Mayda Day,Campus Director,"5,619,645,043",4148500,"5821B Lake Worth Rd, Greenacres, FL 33463",www.medicalinstitutepb.edu
455859,Oliver Finley Academy of Cosmetology,Eric Holley,Director of Operations/Owner,2086581115,4155200,"6843 N Strawberry Glen Rd. #140, Boise, ID 83714",oliverfinley.com
455868,National Career College,Anna Tovmasyan,Financial Aid Director,"8,189,882,300",4146000,"14355 Roscoe Blvd, Panorama City, CA 91402",www.nccusa.edu
455877,Aveda Institute-Chicago,Scott Weaver,CEO,"7,738,831,560",4141000,"2828 N Clark St, Chicago, IL 60657",www.douglasj.edu/
455886,Tricoci University of Beauty Culture-Libertyville,Stacie Hendrickson,Chief Operations Officer,"6,305,283,330",4147100,"751 E Park Ave, Libertyville, IL 60048",www.tricociuniversity.edu
455895,Tricoci University of Beauty Culture-Bridgeview,Stacie Hendrickson,Chief Operations Officer,"6,305,283,330",4147200,"7350 W 87th St, Bridgeview, IL 60455",www.tricociuniversity.edu
455901,The Temple-A Paul Mitchell Partner School,Charles R Riser JR,President/Dean,"3,016,827,550",4151800,"22 W Church St, Frederick, MD 21701",paulmitchell.edu/frederick
455910,Center for Massage,Dawn Sponseller,Financial Aid Director,"8,286,580,814",4129400,"16 Eagle Street, Suite 100, Asheville, NC 28801",centerformassage.com
455929,Academy of Hair Design-Oklahoma City,JeanAnn Duncan,Administrative Director / Owner,"4,058,422,031",4144400,"11920 N May Ave, Oklahoma City, OK 73120",www.academyofhairdesignok.com
455956,Liberty Junior College,Arturo Castrodad Rodríguez,Executive Director,"7,877,384,828,231",4131600,"Carr. 735 Km 0.5, Cayey, PR 00737",www.libertyjr.edu
455965,Toni & Guy Hairdressing Academy-Cranston,Mindy Mosca,Regional Director,"4,014,633,633",4141200,"1400 Oaklawn Ave, Cranston, RI 02920",https://rhodeisland.toniguy.edu
455974,South Texas Training Center,Hilda C. Silva,CAO,"9,563,999,698",4146800,"1901 W Hwy 77, San Benito, TX 78586",www.southtexastraining.com
455983,Columbia College,Richard K. Kim,President,"7,032,060,508",4127300,"8620 Westwood Center Drive, Vienna, VA 22182",www.ccdc.edu
455992,Vermont College of Fine Arts,Leslie Colis Ward,Interim President,"8,028,288,600",369700,"36 College St, Montpelier, VT 05602",www.vcfa.edu/
456001,Advanced Welding Institute,Richard Irick,President,"8,026,600,600",4146900,"2 Green Tree Dr Suite 3, South Burlington, VT 05403",www.awi.edu
456029,Paul Mitchell the School-Memphis,Henry Torres,Owner,"9,013,771,701",3253300,"3419 Plaza Avenue, Memphis, TN 38111",memphis.paulmitchell.edu
456038,Pima Medical Institute-East Valley,Mark Judy,Campus Director,"4,808,989,898",2217111,"2160 S Power Rd, Mesa, AZ 85209",pmi.edu
456065,Paul Mitchell the School-Cleveland,NeCole Cumberlander,President,"3,309,630,119",4126000,"10735 Ravenna Rd, Twinsburg, OH 44087",paulmitchell.edu/cleveland/
456074,Paul Mitchell the School-Columbus,NeCole Cumerlander,President,"6,144,780,922",4153300,"3000 Morse Rd, Columbus, OH 43231",paulmitchell.edu/columbus
456126,Empire Beauty School-Lauderhill,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",966409,"4806 N University Dr, Lauderhill, FL 33351",www.empire.edu
456135,Empire Beauty School-Spring Lake Park,Franklin K. Schoeneman,Chairman/CEO,"8,009,204,593",945912,"8205 University Ave, Spring Lake Park, MN 55432",www.empire.edu
456153,MediaTech Institute-Houston,Tracy Terrell Doyle,President,"8,322,423,426",4129802,"3324 Walnut Bend Ln, Houston, TX 77042",www.mediatech.edu
456205,Platt College-Miller-Motte-Raleigh,Chris Mesecar,Executive Director,"9,197,232,820",2306823,"3901 Capital Blvd Ste 151, Raleigh, NC 27604-6072",https://www.miller-motte.edu
456214,Lamson Institute,JoAnn Q. Navarro,Campus Director,"2,105,201,800,102",2128302,"5819 NW Loop 410-Ste 160, San Antonio, TX 78238",https://lamsoninstitute.com/
456287,College of Hair Design-East Campus,Greg Howard,Director,"4,024,887,007",2079701,"9000 Andermatt Dr, Lincoln, NE 68526",collegeofhairdesign.com
456454,Fortis College-Salt Lake City,Brian Owen,Campus President,"8,017,130,915",941202,"3949 S 700 E Ste 150, Salt Lake City, UT 84107",www.fortiscollege.edu
456481,Polytechnic University of Puerto Rico-Miami,Ernesto Castro,Academic Dean/ Campus Director,"3,054,188,000,706",2100001,"8180 N.W. 36 St., Suite 401, Miami, FL 33166",www.pupr.edu
456490,Polytechnic University of Puerto Rico-Orlando,Luis Delgado,Campus Director,"4,076,777,000,801",2100002,"550 N Econlockhatchee Tr, Orlando, FL 32825",www.pupr.edu/
456506,Ross Medical Education Center-Fort Wayne,George Grayeb,Chief Executive Officer,"2,604,714,840",2533602,"4122 Lima Road, Unit A5, Fort Wayne, IN 46805",www.rosseducation.edu
456515,Ross Medical Education Center-Battle Creek,George Grayeb,Chief Executive Officer,"2,692,241,381",2099704,"3600 Capital Ave, Suite 104, Battle Creek, MI 49015",www.rosseducation.edu
456542,Geisinger Commonwealth School of Medicine,"Steven Scheinman, MD",President,"5,705,047,000",4167200,"525 Pine St, Scranton, PA 18509",https://www.geisinger.edu/education
456551,"Josef's School of Hair, Skin & Body-Fargo",Mario Olivieri,President,"7,012,359,910",1040602,"3223 13 AVE S, Ste A, Fargo, ND 58103",jsohd.com
456560,Northeast Technology Center-Claremore,Roger Crutchfield,Superintendent,"9,183,428,066",2052704,"1901 N Hwy 88, Claremore, OK 74017",www.netech.edu
456579,Platt College-McCann-Allentown,Virginia Carpenter,Executive Director,"4,842,234,600",2306813,"2200 N Irving St, Allentown, PA 18109",www.mccann.edu
456588,Salon Success Academy-Fontana,Robert Gross,President,"9,099,824,200",1309501,"16803 Arrow Hwy, Fontana, CA 92335",www.gotobeautyschool.com
456597,Salon Success Academy-Redlands,Robert Gross,President,"9,099,824,200",1309502,"1915 W Redlands Blvd Ste 111, Redlands, CA 92373",www.gotobeautyschool.com
456621,Strayer University-West Virginia,Brian Jones,President,"3,047,601,700",145974,"3 Corporate Center Dr, Scott Depot, WV 25560",www.strayer.edu/campus-locations/west-virginia/teays-valley
456825,Vanguard College of Cosmetology-Baton Rouge,Lisa Palermo,Vice President,"2,257,695,053",2554801,"12158 Coursey Blvd, Baton Rouge, LA 70816",paulmitchell.edu/batonrouge
456922,South Texas Vocational Technical Institute-Brownsville,Colin Ellis,Executive Director,"9,565,543,515",2548802,"2144 Central Blvd, Brownsville, TX 78520",https://www.stvt.edu
456931,Platt College-STVT-Corpus Christi,Barry Bailey,Executive Director,"361,232,505,735,821",2306810,"2000 South Padre Island Dr, Corpus Christi, TX 78416",https://www.stvt.edu
456959,University of Minnesota-Rochester,Dr. Lori J. Carrell,Chancellor,"8,772,804,699",396903,"111 South Broadway, Suite 300, Rochester, MN 55904",https://r.umn.edu
456968,Health And Style Institute,Josh Taves,Chief Executive Officer,"3,368,853,452",4120300,"500 Four Seasons Town Centre, Greensboro, NC 27407",www.healthandstyle.edu
456977,College of Business and Technology-Cutler Bay,Monica Llerena,President,"7,866,934,488",3071603,"19151 South Dixie Hwy # 205, Cutler Bay, FL 33157",www.cbt.edu/
457031,Capri Beauty College,Amy Ruff,President,"81,548,530,201",1308801,"1938 E Lincoln Hwy, New Lenox, IL 60451",capri.edu
457077,Milan Institute-Bakersfield,Gary Yasuda,President,"6,613,355,900",3422302,"2822 F Street, Ste H, Bakersfield, CA 93301",www.milaninstitute.edu
457086,Homestead Schools,Vijay Fadia,President,"3,107,919,975",4149700,"23800 Hawthorne Blvd. Ste 200, Torrance, CA 90505",www.homesteadschools.net
457101,Carrington College-Las Vegas,Donna Loraine,President,"7,026,884,300",2100613,"5740 S. Eastern Ave., Ste. 140, Las Vegas, NV 89119",https://carrington.edu/
457110,Carrington College-Reno,Donna Loraine,President,"7,753,352,900",2218001,"5580 Kietzke Ln., Reno, NV 89511",https://carrington.edu/
457129,Chamberlain University-Florida,Beverly Bonaparte,Campus President,"9,042,518,110",638504,"5200 Belfort Road, Suite 100, Jacksonville, FL 32256",https://www.chamberlain.edu/
457174,Remington College-Columbia Campus,Kimberly West,Campus President,"8,032,149,000",3026520,"607 Bush River Rd, Columbia, SC 29210",www.remingtoncollege.edu/columbia-south-carolina-technical-college
457192,Washington Barber College Inc,Arlo Washington,Director/Owner,"5,015,688,800",4183100,"5300 West 65th Street, Little Rock, AR 72209-3820",www.washingtonbarbercollege.edu/
457208,InterCoast Colleges-Rancho Cordova,Kelly Michaud,VP of Compliance,"9,167,145,400",2559406,"9738 Lincoln Village Dr. Suite 120, Rancho Cordova, CA 95827",https://www.intercoast.edu
457226,Horizon University,Randall Dodge,President,"8,005,534,674",4140500,"7700 Indian Lake Road, Indianapolis, IN 46236-2622",www.horizonuniversity.edu
457244,San Diego Culinary Institute,David Badagliacca,President,"6,196,442,100",4145000,"8024 La Mesa Blvd, La Mesa, CA 91942",www.sandiegoculinary.edu
457253,Beyond 21st Century Beauty Academy,Guadalupe M. Fernandez,President,"5,624,046,193",4148200,"13640 Imperial Hwy Ste 6-8, Santa Fe Springs, CA 90670",beyondcosmo.com/
457271,Academy for Jewish Religion-California,Lauren S. Goldner,Director of Administration /Federal Financial Aid,2138844133,4155500,"574 Hilgard Avenue, Los Angeles, CA 90024",www.ajrca.edu
457299,Angeles College,Teresa Krause,School Director,2134872211,4160400,"3440 Wilshire Blvd Ste 310, Los Angeles, CA 90010",https://www.angelescollege.edu
457314,Angeles Institute,BRANDY COWARD,CEO,"5,625,314,100",4164400,"17100 PIONEER BLVD, SUITE 170, ARTESIA, CA 90701-2713",www.angelesinstitute.edu/
457323,Paul Mitchell the School-Temecula,Bill Waite,Director,"9,516,944,323",4167000,"27536 Ynez Rd Ste E-1, Temecula, CA 92591",paulmitchell.edu/temecula/
457332,European Academy of Cosmetology and Hairdressing,Christopher J.Rollins,Owner,2034583334,4148400,"1575 Boston Post Rd Bldg C, Guilford, CT 06437-2319",www.teachbeauty.com
457341,International Institute of Cosmetology,Damian Gugliotti,CFO,"86,057,103,301",4152400,"632 Silas Deane Hwy, Wethersfield, CT 06109",www.studyhair.com
457350,Florida School of Traditional Midwifery,Amanda Mann,Executive Director,"3,523,380,766",3856500,"810 E University Ave, Gainesville, FL 32601",midwiferyschool.org
457378,Emerald Coast Technical College,Wyndy Crozier,Principal/Director,"8,508,921,241",4146200,"761 N 20th St, DeFuniak Springs, FL 32433",www.ectc.edu
457387,Immokalee Technical College,Dorin Oxender,Director,"2,393,779,900",4150800,"508 N 9th St, Immokalee, FL 34142",www.itech.edu
457396,American Academy of Cosmetology,Rick Wallace,Owner,"9,042,131,444",4151500,"1330 Blanding Blvd Ste 125, Orange Park, FL 32065",www.aacschool.com/
457402,University of Fort Lauderdale,Dr. Henry Fernandez,Chancellor/CEO,"9,544,867,728",4156300,"4131 NW 16th St, Lauderhill, FL 33313",uftl.edu/
